image_name,split_before,split_after,capture_date
IMG20240219113926_jpg.rf.84eee4e2f45e674df66fd8813d600dd0.jpg,train,test,20240219
IMG20240219114019_jpg.rf.7e5ca38d2f0b28d4fd5550b423f43958.jpg,train,valid,20240219
IMG20240219114702_jpg.rf.aa8cc2028450505ded2e941e2c468914.jpg,train,test,20240219
IMG20240219115331_jpg.rf.21c25a9cc3bb044f1e64133cea28b8ad.jpg,train,valid,20240219
IMG20240220114626_jpg.rf.e16070c121236907f7d804d413a3a63c.jpg,train,test,20240220
IMG20240220115011_jpg.rf.a79cd76ade4d3e374964f5268df9d7ac.jpg,train,test,20240220
IMG20240220115613_jpg.rf.995a8f5baac62f8045ca375402340367.jpg,train,valid,20240220
IMG20240220115628_jpg.rf.492a4d3e4b9221964e0a2efc8eadb085.jpg,train,valid,20240220
IMG20240220120021_jpg.rf.70847e4ad1926d20b0f2ad4a08b75b57.jpg,train,valid,20240220
IMG20240220120113_jpg.rf.e329af79323c984ad235b76d6af4d3a1.jpg,train,test,20240220
IMG20240220120525_jpg.rf.3825c136a075f9fc68fcb20ab6943203.jpg,train,test,20240220
IMG20240220120634_jpg.rf.d71370a3ecdc28ba315eb923ba0f4f18.jpg,train,valid,20240220
IMG20240220133541_jpg.rf.2eaf09a030c86d2e25b15265d4dda478.jpg,train,test,20240220
IMG20240220133619_jpg.rf.a380190a5910ee4e6cfd8813a835451b.jpg,train,test,20240220
IMG20240220133631_jpg.rf.a96f657a599afabf66c86f80d54b89d4.jpg,train,test,20240220
IMG20240220133705_jpg.rf.de1ea557f7bb4b0d620e52950b1cd413.jpg,train,test,20240220
IMG20240220134138_jpg.rf.0bbaae7bef71b235f2fc9062b32c03f1.jpg,train,test,20240220
IMG20240220134151_jpg.rf.e07c0ed930355ac6c3ebdeb051c3601d.jpg,train,test,20240220
IMG20240220134200_jpg.rf.f55bb2095455834a2123cfca2bd1f5f0.jpg,train,test,20240220
IMG20240220134256_jpg.rf.a2fdc4b5fba16e3bfc9bbfb346eadac9.jpg,train,valid,20240220
IMG20240220134301_jpg.rf.836b7cd5cd95e2e6b4d10128e0a43dcc.jpg,train,valid,20240220
IMG20240220134311_jpg.rf.4e52a1b8be8b06ec96680833a5cf79de.jpg,train,valid,20240220
IMG20240220134608_jpg.rf.4128a45c1a7e70fe4134560cf850b356.jpg,train,valid,20240220
IMG20240220134618_jpg.rf.6c4b27f4bdb6698816a3913f425b38e4.jpg,train,valid,20240220
IMG20240220135041_jpg.rf.cd79a0838fd80911e88610a04f3f927c.jpg,train,valid,20240220
IMG20240220135044_jpg.rf.8361087cdd59b5f7c3e790ff79724af9.jpg,train,valid,20240220
IMG20240228124759_jpg.rf.15272fefe1992d0dd512cdaceba6677b.jpg,valid,train,20240228
IMG20240228124816_jpg.rf.3539bf322f315d782fbb6ba21decc18a.jpg,valid,train,20240228
IMG20240228124844_jpg.rf.adaa6d0073a880796abc613dcd50c557.jpg,valid,train,20240228
IMG_20240219_115257_jpg.rf.3672021f4a49ce69aaf4f68073365c36.jpg,train,test,20240219
IMG_20240220_115715_jpg.rf.00e867a5b5ffe648695d8fc455e2e9fb.jpg,train,test,20240220
IMG_20240220_120103_jpg.rf.b951c82d33889058b53bb50aebbcf610.jpg,train,valid,20240220
IMG_20240220_131734_jpg.rf.5850abda1294615ea4706fe8def5362a.jpg,train,valid,20240220
IMG_20240220_131738_jpg.rf.f1573ce4afbbcf4aa6390458c46a1f42.jpg,train,valid,20240220
IMG_20240220_131745_jpg.rf.ef2d38f15234afa160bce10ff443728a.jpg,train,valid,20240220
IMG_20240220_135037_jpg.rf.40fb55cd36742aec0f73ce8f898d8860.jpg,train,test,20240220
IMG_20240220_135042_jpg.rf.9a11448b9b7beba6bc126481e5f0b644.jpg,train,test,20240220
IMG_20240228_130615_jpg.rf.039c5235ed9b64e165357e8634572028.jpg,valid,train,20240228
IMG_20240228_130630_jpg.rf.74e5112e014f578df202fe533a0ac6d6.jpg,valid,train,20240228
IMG_20240228_130656_jpg.rf.6681ffdf168efd295b06b9e4a6daf016.jpg,valid,train,20240228
IMG_20240228_130705_jpg.rf.436d15ba4701a0dae5f1420669ffb2d5.jpg,valid,train,20240228
IMG_20240228_135521_jpg.rf.97cb9598695a0d325374d3f30528e383.jpg,valid,train,20240228
