epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,68.5498,1.61118,3.23857,1.50797,0.02336,0.02282,0.00028,6e-05,3.82452,12124.7,15.771,0.00329749,0.00329749,0.0703226
2,105.344,1.59263,2.61521,1.51105,0.12608,0.11578,0.01395,0.00582,2.65869,18.9539,3.24149,0.00656518,0.00656518,0.0402569
3,141.02,1.52416,2.4367,1.4664,0.1337,0.26429,0.09577,0.04502,2.21268,7.40023,2.49091,0.00976687,0.00976687,0.0101253
4,175.773,1.51516,2.24069,1.45931,0.21344,0.18813,0.09064,0.03965,2.42055,5.26968,2.8196,0.009703,0.009703,0.009703
5,210.359,1.47219,2.09262,1.43221,0.30683,0.29742,0.20986,0.10755,1.72487,3.45222,1.85616,0.009604,0.009604,0.009604
6,245.409,1.42661,1.97437,1.40965,0.30177,0.41093,0.2689,0.15318,1.51244,3.49416,1.6454,0.009505,0.009505,0.009505
7,279.948,1.43146,1.8821,1.42542,0.24989,0.4285,0.29451,0.15904,1.63818,2.96025,1.78094,0.009406,0.009406,0.009406
8,314.62,1.39763,1.8013,1.39342,0.32034,0.31052,0.21176,0.11053,1.86195,4.03435,2.10407,0.009307,0.009307,0.009307
9,349.153,1.38437,1.66367,1.39405,0.37044,0.47629,0.40493,0.23834,1.49059,2.46306,1.64424,0.009208,0.009208,0.009208
10,383.679,1.37003,1.6295,1.38303,0.3978,0.43977,0.41507,0.23054,1.63705,2.54217,1.85305,0.009109,0.009109,0.009109
11,418.278,1.35012,1.55356,1.35989,0.50522,0.51443,0.52888,0.31373,1.42967,2.12289,1.61814,0.00901,0.00901,0.00901
12,452.866,1.32835,1.52981,1.36738,0.43622,0.5383,0.50034,0.30003,1.40957,2.00393,1.58489,0.008911,0.008911,0.008911
13,487.411,1.32385,1.48223,1.35029,0.515,0.5589,0.57052,0.33713,1.40252,1.98586,1.5828,0.008812,0.008812,0.008812
